Time,X(m),Y(m),Z(m)
2033,-3382317.00219364,5313739.6447069,2778152.73493055
2034,-3382418.64458695,5313729.97903788,2778047.85171132
2035,-3382520.28536233,5313720.31107926,2777942.96713043
2036,-3382621.90892952,5313710.65075553,2777838.08118791
2037,-3382723.54646897,5313700.978218,2777733.19388382
2038,-3382825.1823904,5313691.30339056,2777628.30521875
2039,-3382926.81731345,5313681.62616906,2777523.41463928
2040,-3383028.44999861,5313671.94676271,2777418.52325077
2041,-3383130.08106559,5313662.26506675,2777313.6305009
2042,-3383231.70936128,5313652.58123583,2777208.73749454
2043,-3383333.33723498,5313642.89493319,2777103.84202211
2044,-3383434.963404,5313633.20639595,2776998.94518846
2045,-3383536.57245107,5313623.52544128,2776894.04699365
2046,-3383638.19542656,5313613.83229763,2776789.14743773
2047,-3383739.81736012,5313604.136787,2776684.2459683
2048,-3383841.43705551,5313594.43909163,2776579.34369031
2049,-3383943.05521874,5313584.73905165,2776474.44005137
2050,-3384044.67172023,5313575.03674957,2776369.53505152
2051,-3384146.28660311,5313565.33215789,2776264.62869082
2052,-3384247.89871445,5313555.62543149,2776159.72207429
2053,-3384349.51040319,5313545.91623312,2776054.81299206
2054,-3384451.12043006,5313536.20477234,2775949.90254966
2055,-3384552.71382484,5313526.50087494,2775844.99019357
2056,-3384654.32061408,5313516.78483555,2775740.07702938
2057,-3384755.92578447,5313507.06650655,2775635.16250465
2058,-3384857.52937914,5313497.34586044,2775530.24661943
2059,-3384959.13131167,5313487.62295223,2775425.32937377
2060,-3385060.73158202,5313477.89778193,2775320.41076771
2061,-3385162.32970016,5313468.17037208,2775215.49135387
2062,-3385263.92619923,5313458.44067264,2775110.57057976
2063,-3385365.52169878,5313448.70857822,2775005.6478934
2064,-3385467.11553594,5313438.97422202,2774900.72384632
2065,-3385568.6921645,5313429.24750934,2774795.79843909
2066,-3385670.28276324,5313419.50857423,2774690.8716718
2067,-3385771.87174268,5313409.76734951,2774585.94354447
2068,-3385873.45914598,5313400.02380767,2774481.01405716
2069,-3385975.04488672,5313390.27800374,2774376.08320993
2070,-3386076.62900804,5313380.5299102,2774271.15100282
2071,-3386178.21150989,5313370.77952707,2774166.21743588
2072,-3386279.79177282,5313361.02695924,2774061.28306235
2073,-3386381.37107882,5313351.27196938,2773956.34677592
2074,-3386482.94872204,5313341.51471743,2773851.40912983
2075,-3386584.5091997,5313331.76508448,2773746.47012412
2076,-3386686.08356045,5313322.00328115,2773641.52975884
2077,-3386787.65634468,5313312.2391607,2773536.58803405
2078,-3386889.22755232,5313302.47272311,2773431.64494978
2079,-3386990.7976732,5313292.70394565,2773326.69995343
2080,-3387092.365598,5313282.93295636,2773221.75415039
2081,-3387193.93136989,5313273.15972776,2773116.80754073
2082,-3387295.49601169,5313263.3841868,2773011.85901913
2083,-3387397.05854371,5313253.60637903,2772906.90969103
2084,-3387498.60439985,5313243.83617014,2772801.95845107
2085,-3387600.16422482,5313234.05373316,2772697.005852
2086,-3387701.72242968,5313224.26900656,2772592.05189389
2087,-3387803.27959055,5313214.48191247,2772487.09602403
2088,-3387904.8345983,5313204.69257881,2772382.13934849
2089,-3388006.3878994,5313194.90101092,2772277.18131352
2090,-3388107.93962342,5313185.1071259,2772172.2219197
2091,-3388209.48919418,5313175.31100167,2772067.26171984
2092,-3388311.03767753,5313165.51253745,2771962.29960848
2093,-3388412.58396437,5313155.71186159,2771857.33669122
2094,-3388514.11419439,5313145.91868196,2771752.37130974
2095,-3388615.65781643,5313136.11334922,2771647.40512246
2096,-3388717.19986111,5313126.30569933,2771542.43757664
2097,-3388818.73962284,5313116.49589263,2771437.46922568
2098,-3388920.27842634,5313106.68366354,2771332.49896294
2099,-3389021.815566,5313096.86917239,2771227.52734182
2100,-3389123.35108496,5313087.05239163,2771122.55436236
2101,-3389224.88440714,5313077.23339935,2771017.58057746
2102,-3389326.41668458,5313067.41203939,2770912.6048815
2103,-3389427.94734118,5313057.58838983,2770807.62782736
2104,-3389529.4608318,5313047.77236788,2770702.64941509
2105,-3389630.98820346,5313037.94416695,2770597.66964475
2106,-3389732.51404057,5313028.11362102,2770492.68851692
2107,-3389834.03821344,5313018.28081334,2770387.70603058
2108,-3389935.56076528,5313008.44571605,2770282.72218632
2109,-3390037.08169603,5312998.60832916,2770177.73698418
2110,-3390138.60100564,5312988.76865266,2770072.75042423
2111,-3390240.11873727,5312978.926659,2769967.76250651
2112,-3390341.6348045,5312969.08240329,2769862.77323107
2113,-3390443.14863136,5312959.23596376,2769757.78315089
2114,-3390544.64591122,5312949.39704904,2769652.79116018
2115,-3390646.15711458,5312939.54592482,2769547.79781192
2116,-3390747.66673973,5312929.69248345,2769442.80310614
2117,-3390849.1746571,5312919.83680758,2769337.8070429
2118,-3390950.68157206,5312909.97873626,2769232.80906929
2119,-3391052.1862896,5312900.11845362,2769127.81029128
2120,-3391153.6893856,5312890.25588137,2769022.81015597
2121,-3391255.19032731,5312880.39107028,2768917.80921638
2122,-3391356.69018007,5312870.52391883,2768812.80636662
2123,-3391458.17278026,5312860.66445545,2768707.80216025
2124,-3391559.66885698,5312850.79277589,2768602.79714924
2125,-3391661.16384459,5312840.91875594,2768497.79022819
2126,-3391762.65782937,5312831.04234042,2768392.78139712
2127,-3391864.1495733,5312821.16374125,2768287.77176213
2128,-3391965.63969533,5312811.28285247,2768182.76077024
2129,-3392067.12815223,5312801.39970165,2768077.7484215
2130,-3392168.61503033,5312791.51423366,2767972.73471598
2131,-3392270.09917808,5312781.62660511,2767867.72076036
2132,-3392371.5828121,5312771.73655793,2767762.70434142
2133,-3392473.04923656,5312761.85417455,2767657.68656585
2134,-3392574.52905059,5312751.95962696,2767552.66798677
2135,-3392676.00839391,5312742.06263277,2767447.64694501
2136,-3392777.48558243,5312732.16339991,2767342.62509984
2137,-3392878.96110548,5312722.26190501,2767237.60189824
2138,-3392980.4350062,5312712.3581205,2767132.57734026
2139,-3393081.90728455,5312702.4520464,2767027.55142596
2140,-3393183.37798372,5312692.5436548,2766922.52415592
2141,-3393284.84644152,5312682.63308007,2766817.49608223
2142,-3393386.31380934,5312672.72016474,2766712.46609926
2143,-3393487.76462948,5312662.8147824,2766607.43420703
2144,-3393589.22821971,5312652.8973392,2766502.40206501
2145,-3393690.69071981,5312642.97755536,2766397.36801383
2146,-3393792.15168359,5312633.05542675,2766292.33260668
2147,-3393893.61098148,5312623.13103612,2766187.29584362
2148,-3393995.06865662,5312613.20435589,2766082.25772469
2149,-3394096.52470896,5312603.27538604,2765977.21824995
2150,-3394197.97975725,5312593.34402031,2765872.17686626
2151,-3394299.43198826,5312583.41054997,2765767.13523324
2152,-3394400.88317196,5312573.47471132,2765662.09169137
2153,-3394502.31714581,5312563.54654241,2765557.0467939
2154,-3394603.76450799,5312553.6062036,2765452.00109408
2155,-3394705.21082268,5312543.66349645,2765346.95348556
2156,-3394806.65555746,5312533.71847211,2765241.90452158
2157,-3394908.09862597,5312523.77118544,2765136.85420274
2158,-3395009.54064678,5312513.82153067,2765031.80197476
2159,-3395110.98042565,5312503.86969269,2764926.74894473
2160,-3395212.41866761,5312493.91550991,2764821.69455945
2161,-3395313.85466756,5312483.95914397,2764716.63937224
2162,-3395415.27403309,5312474.01037162,2764611.58227663
2163,-3395516.70736184,5312464.04934794,2764506.52382593
2164,-3395618.13906716,5312454.08603465,2764401.46402018
2165,-3395719.5679981,5312444.12058925,2764296.40396658
2166,-3395820.99649961,5312434.15266919,2764191.34145092
2167,-3395922.42390984,5312424.1824082,2764086.27702707
2168,-3396023.84916416,5312414.20990891,2763981.21180169
2169,-3396125.27275166,5312404.23514763,2763876.14522152
2170,-3396226.69467228,5312394.25812434,2763771.07728662
2171,-3396328.11443693,5312384.27886282,2763666.00855037
2172,-3396429.51761009,5312374.30717013,2763560.93790617
2173,-3396530.93474576,5312364.32322314,2763455.86590739
2174,-3396632.35070345,5312354.33699035,2763350.79200073
2175,-3396733.76397282,5312344.34857047,2763245.71784685
2176,-3396835.17623677,5312334.35775467,2763140.64178465
2177,-3396936.58683355,5312324.36467687,2763035.56436808
2178,-3397037.99584948,5312314.36928186,2762930.48559718
2179,-3397139.40319815,5312304.37162487,2762825.40547202
2180,-3397240.80834735,5312294.37175735,2762720.32454604
2181,-3397342.21244774,5312284.36952116,2762615.24171251
2182,-3397443.59991324,5312274.37488423,2762510.15697144
2183,-3397545.00080837,5312264.36804151,2762405.07142972
2184,-3397646.40003603,5312254.3589368,2762299.98453399
2185,-3397747.79702088,5312244.34764925,2762194.89683773
2186,-3397849.19299984,5312234.33396535,2762089.80723414
2187,-3397950.58735438,5312224.31799185,2761984.71627669
2188,-3398051.98012763,5312214.29970113,2761879.62396544
2189,-3398153.3712332,5312204.27914842,2761774.53030043
2190,-3398254.76071422,5312194.25630611,2761669.43528172
2191,-3398356.1485707,5312184.2311739,2761564.3389099
2192,-3398457.51921677,5312174.21372334,2761459.24118394
2193,-3398558.90386709,5312164.18398491,2761354.14210444
2194,-3398660.28684952,5312154.15198449,2761249.04167143
2195,-3398761.66763197,5312144.11777376,2761143.94043849
2196,-3398863.04736484,5312134.08119416,2761038.83729866
2197,-3398964.42547286,5312124.04232496,2760933.73280549
2198,-3399065.80257436,5312114.00105921,2760828.62640549
2199,-3399167.17681424,5312103.95771745,2760723.51975986
2200,-3399268.54947229,5312093.91205879,2760618.41176051
2201,-3399369.90553822,5312083.8739772,2760513.30185449
2202,-3399471.27547823,5312073.82368794,2760408.19059539
2203,-3399572.64387948,5312063.77105382,2760303.07798325
2204,-3399674.01061242,5312053.71615773,2760197.96401813
2205,-3399775.37572017,5312043.65897204,2760092.84870008
2206,-3399876.73920268,5312033.59949674,2759987.73202916
2207,-3399978.10105992,5312023.53773186,2759882.61400541
2208,-3400079.46133502,5312013.47364973,2759777.49462888
2209,-3400180.81994162,5312003.40730534,2759672.37390017
2210,-3400282.1763477,5311993.33875112,2759567.25237186
2211,-3400383.51611825,5311983.27780445,2759462.12893732
2212,-3400484.86984852,5311973.20459187,2759357.00415022
2213,-3400586.22199643,5311963.12906206,2759251.87801059
2214,-3400687.57305064,5311953.05119076,2759146.74996486
2215,-3400788.92186101,5311942.97113702,2759041.62112035
2216,-3400890.26851385,5311932.88884559,2758936.49147713
2217,-3400991.61411604,5311922.80418502,2758831.35992795
2218,-3401092.95813566,5311912.71720721,2758726.22702651
2219,-3401194.30048631,5311902.62796745,2758621.09277286
2220,-3401295.64063614,5311892.53651769,2758515.95772074
2221,-3401396.96415024,5311882.45267832,2758410.82076284
2222,-3401498.3021983,5311872.35649044,2758305.68189918
2223,-3401599.63808859,5311862.25806494,2758200.54223721
2224,-3401700.9723097,5311852.15737749,2758095.40122329
2225,-3401802.30490482,5311842.05440012,2757990.25885801
2226,-3401903.63529885,5311831.94921315,2757885.11569408
2227,-3402004.96459855,5311821.84168457,2757779.97062462
2228,-3402106.29235842,5311811.73181109,2757674.82420342
2229,-3402207.6184489,5311801.61967566,2757569.67643053
2230,-3402308.9273717,5311791.51520524,2757464.52730599
2231,-3402410.25016649,5311781.39851857,2757359.37682986
2232,-3402511.57137811,5311771.27951465,2757254.22500219
2233,-3402612.89043167,5311761.15827294,2757149.07237736
2234,-3402714.20839049,5311751.03468984,2757043.91784677
2235,-3402815.52472283,5311740.90881714,2756938.76196481
2236,-3402916.8388538,5311730.78073466,2756833.60528531
2237,-3403018.15193309,5311720.65028279,2756728.44670073
2238,-3403119.4640038,5311710.51743382,2756623.28621111
2239,-3403220.77378667,5311700.38243041,2756518.12492413
2240,-3403322.06587008,5311690.25514716,2756412.96283983
2241,-3403423.37244275,5311680.1155372,2756307.79885065
2242,-3403524.67738866,5311669.97363764,2756202.63351044
2243,-3403625.98070779,5311659.82944819,2756097.4668198
2244,-3403727.28240004,5311649.68296944,2755992.2987777
2245,-3403828.58250856,5311639.53417344,2755887.12938473
2246,-3403929.88147858,5311629.38306324,2755781.95808707
2247,-3404031.17771523,5311619.22979565,2755676.78654638
2248,-3404132.4729428,5311609.07413086,2755571.61310111
2249,-3404233.76650014,5311598.91620415,2755466.43830518
2250,-3404335.04227162,5311588.76605602,2755361.26271253
2251,-3404436.33257474,5311578.60355043,2755256.08521544
2252,-3404537.62125066,5311568.43875524,2755150.90636783
2253,-3404638.90834252,5311558.2716428,2755045.72616977
2254,-3404740.19433864,5311548.10218838,2754940.54406737
2255,-3404841.47817588,5311537.93049673,2754835.36116854
2256,-3404942.76029942,5311527.75657084,2754730.17691941
2257,-3405044.04022087,5311517.58043542,2754624.99187397
2258,-3405145.3191759,5311507.40187501,2754519.8049244
2259,-3405246.59646027,5311497.22105267,2754414.61662468
2260,-3405347.85595878,5311487.04801172,2754309.42752937
2261,-3405449.12998808,5311476.86261051,2754204.23652951
2262,-3405550.40296439,5311466.67483956,2754099.04362567
2263,-3405651.67378156,5311456.48483148,2753993.84992588
2264,-3405752.94292785,5311446.29256148,2753888.65487619
2265,-3405854.21048957,5311436.09797421,2753783.45847666
2266,-3405955.47638032,5311425.90112503,2753678.26072734
2267,-3406056.74006865,5311415.70206646,2753573.06218231
2268,-3406158.00208599,5311405.5007457,2753467.86228815
2269,-3406259.24755286,5311395.30699393,2753362.6604898
2270,-3406360.50693207,5311385.10098671,2753257.45734187
2271,-3406461.76472645,5311374.89266221,2753152.25284441
2272,-3406563.02076327,5311364.68213118,2753047.04699746
2273,-3406664.27530151,5311354.4692275,2752941.8398011
2274,-3406765.52816845,5311344.25406191,2752836.63125535
2275,-3406866.77945038,5311334.03657905,2752731.42136029
2276,-3406968.02906092,5311323.81683429,2752626.21011595
2277,-3407069.2764687,5311313.59488027,2752520.99807649
2278,-3407170.52339723,5311303.37047569,2752415.78358021
2279,-3407271.75253973,5311293.15385897,2752310.56828837
2280,-3407372.99506253,5311282.92503652,2752205.35220157
2281,-3407474.23657455,5311272.69381643,2752100.13421166
2282,-3407575.47641494,5311262.46033444,2751994.91487278
2283,-3407676.7146268,5311252.22456287,2751889.69418499
2284,-3407777.95116694,5311241.9865294,2751784.47214835
2285,-3407879.18616482,5311231.74615095,2751679.24876289
2286,-3407980.42006531,5311221.50343017,2751574.02347453
2287,-3408081.65176268,5311211.25850022,2751468.7973916
2288,-3408182.88125691,5311201.01136117,2751363.57051419
2289,-3408284.09411395,5311190.77185185,2751258.34173402
2290,-3408385.32035064,5311180.52013396,2751153.11215949
2291,-3408486.54557605,5311170.2660183,2751047.88068228
2292,-3408587.76912939,5311160.00964075,2750942.64785662
2293,-3408688.9910538,5311149.75097361,2750837.41368256
2294,-3408790.21192362,5311139.48993602,2750732.17760649
2295,-3408891.43063317,5311129.22666199,2750626.94073579
2296,-3408992.64762731,5311118.96115379,2750521.70251686
2297,-3409093.86303552,5311108.6933283,2750416.46294973
2298,-3409195.07624023,5311098.42329382,2750311.22258871
2299,-3409296.2722764,5311088.16094483,2750205.98087961
2300,-3409397.48275388,5311077.88627861,2750100.73726824
2301,-3409498.69168842,5311067.60926739,2749995.49230889
2302,-3409599.89895051,5311057.32999398,2749890.24600215
2303,-3409701.10458319,5311047.0484313,2749784.99834698
2304,-3409802.30858645,5311036.76457904,2749679.74934399
2305,-3409903.51100342,5311026.47840947,2749574.49899322
2306,-3410004.71174774,5311016.18997804,2749469.24729473
2307,-3410105.91090568,5311005.89922931,2749363.99424856
2308,-3410207.09219121,5310995.61633257,2749258.74040908
2309,-3410308.28747259,5310985.32111345,2749153.48522205
2310,-3410409.48227276,5310975.02344324,2749048.22757886
2311,-3410510.67491216,5310964.72353648,2748942.96914252
2312,-3410611.86583553,5310954.42139527,2748837.70935931
2313,-3410713.05517221,5310944.11693707,2748732.44822819
2314,-3410814.24287907,5310933.81018928,2748627.18574976
2315,-3410915.42899921,5310923.50112419,2748521.92192407
2316,-3411016.61344625,5310913.18979724,2748416.65675117
2317,-3411117.79630651,5310902.87615298,2748311.39023111
2318,-3411218.96186846,5310892.57028298,2748206.12236394
2319,-3411320.14085137,5310882.25216846,2748100.85370411
2320,-3411421.31877834,5310871.93168349,2747995.5831429
2321,-3411522.49511835,5310861.60888122,2747890.31123473
2322,-3411623.66978502,5310851.2838171,2747785.03797966
2323,-3411724.84282146,5310840.95646339,2747679.76337775
2324,-3411826.01418447,5310830.62684783,2747574.48742904
2325,-3411927.18400351,5310820.29488723,2747469.21013359
2326,-3412028.35272312,5310809.96058383,2747363.93093699
2327,-3412129.51928141,5310799.62404405,2747258.6509482
2328,-3412230.66854132,5310789.29528122,2747153.36961335
2329,-3412331.83064746,5310778.95435232,2747048.08804034
2330,-3412432.99231437,5310768.61094414,2746942.80401194
2331,-3412534.15230755,5310758.26527411,2746837.5186371
2332,-3412635.31067014,5310747.9173145,2746732.23191588
2333,-3412736.46744523,5310737.56703758,2746626.94384833
2334,-3412837.62307734,5310727.21444548,2746521.65388
2335,-3412938.77659101,5310716.85958939,2746416.36311993
2336,-3413039.92785679,5310706.50255224,2746311.07156873
2337,-3413141.07806571,5310696.14314474,2746205.77811636
2338,-3413242.21106242,5310685.791462,2746100.48331792
2339,-3413343.35686168,5310675.42763791,2745995.18828251
2340,-3413444.50222111,5310665.06133426,2745889.89079209
2341,-3413545.64586323,5310654.69279652,2745784.59195575
2342,-3413646.78849143,5310644.3218603,2745679.29121899
2343,-3413747.92895777,5310633.94868791,2745573.98969095
2344,-3413849.06774982,5310623.57325369,2745468.68681715
2345,-3413950.20491073,5310613.1955299,2745363.38259764
2346,-3414051.34044047,5310602.81551622,2745258.07703301
2347,-3414152.45875785,5310592.44323028,2745152.77012222
2348,-3414253.59106821,5310582.05861031,2745047.46186588
2349,-3414354.72051316,5310571.67191878,2744942.15337323
2350,-3414455.85013472,5310561.28263842,2744836.84187133
2351,-3414556.97750783,5310550.89117749,2744731.52957862
2352,-3414658.10324947,5310540.49742699,2744626.21594057
2353,-3414759.22735963,5310530.10138691,2744520.90095721
2354,-3414860.34983824,5310519.70305726,2744415.58462861
2355,-3414961.47068527,5310509.30243804,2744310.26695481
2356,-3415062.58990067,5310498.89952925,2744204.94793585
2357,-3415163.69190362,5310488.50435085,2744099.62757181
2358,-3415264.80847265,5310478.09675408,2743994.30530806
2359,-3415365.92164535,5310467.68713963,2743888.98336333
2360,-3415467.03433386,5310457.27507285,2743783.65896431
2361,-3415568.14539054,5310446.86071652,2743678.33322042
2362,-3415669.25481534,5310436.4440706,2743573.00613169
2363,-3415770.36265141,5310426.02510705,2743467.67769871
2364,-3415871.46881232,5310415.603882,2743362.34792046
2365,-3415972.57329806,5310405.18039514,2743257.01679752
2366,-3416073.67676865,5310394.75450947,2743151.68377524
2367,-3416174.76249608,5310384.33641087,2743046.34996309
2368,-3416275.86217188,5310373.90600005,2742941.01480641
2369,-3416376.95898176,5310363.47351824,2742835.67941475
2370,-3416478.05477636,5310353.0386373,2742730.34212449
2371,-3416579.14951237,5310342.60138558,2742625.00293456
2372,-3416680.24261606,5310332.1618443,2742519.66240032
2373,-3416781.33413057,5310321.71998568,2742414.32052181
2374,-3416882.4245432,5310311.27578369,2742308.9767443
2375,-3416983.51274971,5310300.82937369,2742203.6321774
2376,-3417084.59932375,5310290.38067412,2742098.28626638
2377,-3417185.6686851,5310279.93971089,2741992.9390113
2378,-3417286.75203725,5310269.48640472,2741887.59041221
2379,-3417387.83314,5310259.03091839,2741782.24102398
2380,-3417488.91261018,5310248.57314222,2741676.8902924
2381,-3417589.99097808,5310238.11302292,2741571.5376616
2382,-3417691.06833002,5310227.65050461,2741466.18313216
2383,-3417792.14351872,5310217.18575061,2741360.8278138
2384,-3417893.21703146,5310206.71873483,2741255.47115174
2385,-3417994.28891134,5310196.24942949,2741150.11314603
2386,-3418095.34357842,5310185.78786315,2741044.75379672
2387,-3418196.41219247,5310175.31397897,2740939.39310387
2388,-3418297.47921671,5310164.83777745,2740834.03106752
2389,-3418398.54399121,5310154.35939592,2740728.66824261
2390,-3418499.60770619,5310143.87864307,2740623.30351944
2391,-3418600.66978805,5310133.39560065,2740517.93745292
2392,-3418701.73023676,5310122.91026867,2740412.57004312
2393,-3418802.78909542,5310112.42261935,2740307.20129008
2394,-3418903.84623454,5310101.93273603,2740201.83119385
2395,-3419004.90178351,5310091.44053537,2740096.4597545
2396,-3419105.94016274,5310080.95604889,2739991.08697206
2397,-3419206.99297541,5310070.459215,2739885.71229219
2398,-3419308.04366746,5310059.96011815,2739780.33682374
2399,-3419409.09210945,5310049.45884143,2739674.96056732
2400,-3419510.13891796,5310038.95527518,2739569.58296803
2401,-3419611.18466638,5310028.44933746,2739464.20347097
2402,-3419712.22882437,5310017.94108239,2739358.82263113
2403,-3419813.27130558,5310007.43056555,2739253.44044857
2404,-3419914.31157976,5309996.91784082,2739148.05747888
2405,-3420015.35083676,5309986.40271708,2739042.67261105
2406,-3420116.37336781,5309975.89531188,2738937.28584564
2407,-3420217.40931413,5309965.37563711,2738831.89829272
2408,-3420318.44366976,5309954.85364498,2738726.50939734
2409,-3420419.47577499,5309944.32947312,2738621.11971458
2410,-3420520.50624633,5309933.80301173,2738515.72868947
2411,-3420621.5356139,5309923.27420656,2738410.33576703
2412,-3420722.56343378,5309912.74305622,2738304.94150232
2413,-3420823.58957645,5309902.20964414,2738199.54589542
2414,-3420924.61465834,5309891.6738604,2738094.14839131
2415,-3421025.62195382,5309881.14590605,2737988.75010068
2416,-3421126.64319411,5309870.60562557,2737883.35046747
2417,-3421227.66280018,5309860.06305555,2737777.94949226
2418,-3421328.68024185,5309849.51825031,2737672.54773021
2419,-3421429.69657936,5309838.97110119,2737567.14407116
2420,-3421530.71132567,5309828.42163471,2737461.73907028
2421,-3421631.72377802,5309817.87001647,2737356.33328272
2422,-3421732.73578562,5309807.3159165,2737250.92504319
2423,-3421833.74558548,5309796.75960917,2737145.5160171
2424,-3421934.75375083,5309786.20101228,2737040.10564936
2425,-3422035.74478923,5309775.65011035,2736934.69394004
2426,-3422136.74959913,5309765.08699028,2736829.28088919
2427,-3422237.7528607,5309754.52152503,2736723.86649686
2428,-3422338.75395753,5309743.9538247,2736618.45131826
2429,-3422439.75452288,5309733.38369808,2736513.03368795
2430,-3422540.75292341,5309722.81133636,2736407.61527149
2431,-3422641.74907283,5309712.23679491,2736302.19606948
2432,-3422742.74416054,5309701.65988193,2736196.77497052
2433,-3422843.73761335,5309691.08067939,2736091.3525304
2434,-3422944.72938806,5309680.49921513,2735985.92874916
2435,-3423045.70407887,5309669.92542094,2735880.50362684
2436,-3423146.6925836,5309659.33937788,2735775.07716352
2437,-3423247.68006953,5309648.75093506,2735669.648804
2438,-3423348.66420104,5309638.16044956,2735564.2207698
2439,-3423449.6478436,5309627.56751004,2735458.79028373
2440,-3423550.62989411,5309616.97225315,2735353.35845687
2441,-3423651.60969313,5309606.37481698,2735247.92584449
2442,-3423752.58842998,5309595.77500883,2735142.49133617
2443,-3423853.56553149,5309585.17291114,2735037.05548719
2444,-3423954.54099764,5309574.56852391,2734931.61829761
2445,-3424055.49929346,5309563.97186535,2734826.17976748
2446,-3424156.47206182,5309553.36281681,2734720.73934156
2447,-3424257.44257848,5309542.75158906,2734615.29813047
2448,-3424358.41097288,5309532.13809862,2734509.85613429
2449,-3424459.37826162,5309521.52226365,2734404.41224301
2450,-3424560.34395785,5309510.90411161,2734298.9670109
2451,-3424661.30793211,5309500.28372569,2734193.52043855
2452,-3424762.26974083,5309489.66110498,2734088.07308134
2453,-3424863.23105977,5309479.03602956,2733982.62327332
2454,-3424964.17459215,5309468.4187959,2733877.17268055
2455,-3425065.13210966,5309457.78919644,2733771.72074775
2456,-3425166.08794814,5309447.15733527,2733666.26747497
2457,-3425267.04215069,5309436.52318456,2733560.81286226
2458,-3425367.99414435,5309425.88682697,2733455.35746503
2459,-3425468.94507496,5309415.24809719,2733349.90017262
2460,-3425569.89441266,5309404.60705003,2733244.44154043
2461,-3425670.84264403,5309393.96365848,2733138.98101312
2462,-3425771.78809345,5309383.31814278,2733033.52025693
2463,-3425872.73243645,5309372.67028269,2732928.05760572
2464,-3425973.65965206,5309362.03012905,2732822.59361494
2465,-3426074.60080897,5309351.37763418,2732717.12828518
2466,-3426175.54028637,5309340.72287792,2732611.66161542
2467,-3426276.47808428,5309330.06585998,2732506.19360624
2468,-3426377.4137161,5309319.40660743,2732400.72481315
2469,-3426478.34885719,5309308.74489978,2732295.25356985
2470,-3426579.28183211,5309298.08095753,2732189.78154274
2471,-3426680.21312737,5309287.41475359,2732084.30817642
2472,-3426781.14164048,5309276.74642548,2731978.83458244
2473,-3426882.06966259,5309266.0756425,2731873.35853787
2474,-3426982.9804709,5309255.41262462,2731767.88115426
2475,-3427083.90526287,5309244.73723501,2731662.40243164
2476,-3427184.82837496,5309234.05958372,2731556.92237007
2477,-3427285.74985028,5309223.37964289,2731451.44096961
2478,-3427386.66968879,5309212.69741253,2731345.9582303
2479,-3427487.58784729,5309202.01292049,2731240.47415219
2480,-3427588.5044552,5309191.32608321,2731134.98873534
2481,-3427689.41938301,5309180.63698425,2731029.50197981
2482,-3427790.33214427,5309169.94565086,2730924.01444117
2483,-3427891.24375498,5309159.2520004,2730818.52500895
2484,-3427992.13819489,5309148.56609047,2730713.03423766
2485,-3428093.04719041,5309137.86772282,2730607.54157232
2486,-3428193.95393293,5309127.1671765,2730502.0481241
2487,-3428294.85903824,5309116.46434066,2730396.5533375
2488,-3428395.76193365,5309105.75929832,2730291.05776816
2489,-3428496.66376445,5309095.05188342,2730185.56030497
2490,-3428597.56400109,5309084.34215114,2730080.06150354
2491,-3428698.46251407,5309073.63018505,2729974.56136394
2492,-3428799.35890329,5309062.91595679,2729869.06044184
2493,-3428900.23918064,5309052.20936096,2729763.55707043
2494,-3429001.13282445,5309041.49049872,2729658.05291662
2495,-3429102.02483072,5309030.76934695,2729552.54742485
2496,-3429202.91519942,5309020.04590565,2729447.04059515
2497,-3429303.80397365,5309009.32014696,2729341.5324276
2498,-3429404.69045132,5308998.59223766,2729236.02347788
2499,-3429505.57590704,5308987.8619278,2729130.51263476
2500,-3429606.45976821,5308977.12930024,2729025.00045447
2501,-3429707.34252096,5308966.39432812,2728919.48638031
2502,-3429808.22310645,5308955.6571218,2728813.97152421
2503,-3429909.08581898,5308944.92782817,2728708.45588624
2504,-3430009.96308558,5308934.18607098,2728602.93835509
2505,-3430110.83875736,5308923.4419964,2728497.41948649
2506,-3430211.71217552,5308912.69574314,2728391.89983675
2507,-3430312.58457127,5308901.94708952,2728286.37829341
2508,-3430413.45467014,5308891.19628544,2728180.8559685
2509,-3430514.32427588,5308880.44302523,2728075.3311949
2510,-3430615.19175725,5308869.68750305,2727969.80563983
2511,-3430716.05755725,5308858.92971923,2727864.27874762
2512,-3430816.92176214,5308848.169618,2727758.75051832
2513,-3430917.76809405,5308837.41743257,2727653.22150775
2514,-3431018.62897919,5308826.6527805,2727547.69060444
2515,-3431119.48826911,5308815.88581102,2727442.15836419
2516,-3431220.34587745,5308805.11657991,2727336.62478706
2517,-3431321.20246289,5308794.34494797,2727231.08931731
2518,-3431422.05622187,5308783.57122094,2727125.55362291
2519,-3431522.90891468,5308772.79512127,2727020.01603545
2520,-3431623.75992575,5308762.01675998,2726914.47711131
2521,-3431724.60934133,5308751.23608128,2726808.93685055
2522,-3431825.45716137,5308740.45308518,2726703.39525322
2523,-3431926.28719469,5308729.67795219,2726597.8528752
2524,-3432027.13160785,5308718.89046104,2726492.30860489
2525,-3432127.97508399,5308708.10051318,2726386.76244231
2526,-3432228.81630578,5308697.30838721,2726281.21549921
2527,-3432329.65593181,5308686.51394382,2726175.6672198
2528,-3432430.49330344,5308675.71732237,2726070.11815999
2529,-3432531.32960843,5308664.91832787,2725964.56720811
2530,-3432632.16427439,5308654.11704385,2725859.01492008
2531,-3432732.9973013,5308643.31347032,2725753.46129594
